relKeyword,monthlyPcQcCnt,monthlyMobileQcCnt,monthlyTotalQcCnt,monthlyAvePcClkCnt,monthlyAveMobileClkCnt,monthlyAvePcCtr,monthlyAveMobileCtr,plAvgDepth,compIdx,sourceSeeds
광주성범죄전문변호사,60,40,100,0,0.2,0,0.45,10,높음,창원 성범죄 변호사
창원채권추심,80,20,100,0.1,0.3,0.17,1,7,높음,창원 성범죄 변호사 | 창원 형사전문변호사 | 창원 이혼 변호사 | 창원 형사 변호사 | 창원 변호사
창원시변호사,20,80,100,0,0.8,0,0.92,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
창원상속전문변호사,80,20,100,0.7,0.8,0.83,4,10,높음,창원 형사전문변호사 | 창원 이혼 변호사 | 창원 변호사
부산이혼전문,50,50,100,0.6,2.2,1.31,4.16,10,높음,창원 이혼 변호사
부산가사전문변호사,20,80,100,0,2.7,0,3.22,7,높음,창원 이혼 변호사
부산이혼소송,30,70,100,0.1,2.8,0.29,4.38,10,높음,창원 이혼 변호사
남양주상속변호사,60,40,100,0.9,0.2,1.3,0.43,7,높음,창원 이혼 변호사
대전이혼,< 10,90,100,0.1,0.6,2.86,0.71,7,높음,창원 이혼 변호사
대구이혼소송,40,60,100,0,1.8,0,3,10,높음,창원 이혼 변호사
필로폰변호사,20,80,100,0,0,0,0,3,높음,필로폰 변호사
명예훼손전문변호사,40,60,100,1.4,4.6,3.79,8.52,10,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
폭행죄형량,30,70,100,0,0.6,0,0.85,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
대구보이스피싱변호사,60,40,100,0,1.2,0,2.93,10,높음,모욕죄 변호사
이혼서류작성,20,80,100,0,0.5,0,0.65,10,높음,재산분할 변호사
혼인취소소송,40,60,100,0.1,0.4,0.22,0.71,10,높음,재산분할 변호사
무료이혼전문변호사,10,90,100,0.3,8.2,2.5,10,10,높음,재산분할 변호사
부산민사변호사,30,70,100,0.3,3.8,0.94,4.94,10,높음,창원 변호사
의정부변호사사무실,30,70,100,0.3,2.2,1,3.15,10,높음,창원 변호사
안성변호사,40,60,100,0.4,3.6,0.91,6,10,높음,창원 변호사
부천법원변호사,< 10,90,100,0,0,0,0,3,높음,창원 변호사
강릉변호사사무실,30,70,100,0.1,2,0.41,2.6,7,높음,창원 변호사
순천변호사사무실,10,90,100,0.2,2.5,1.34,2.74,10,높음,창원 변호사
안산법무법인,50,50,100,0.3,2,0.62,3.85,10,높음,창원 변호사
하남변호사,50,50,100,0.1,1.6,0.19,2.91,10,높음,창원 변호사
공밀추,60,30,90,0.4,0,0.71,0,7,높음,창원 성범죄 변호사
YK울산,< 10,80,90,0.4,1.9,7.15,2.57,3,중간,창원 형사전문변호사
울산음주운전변호사,70,20,90,0,1,0,3.85,10,높음,창원 음주운전 변호사
분당이혼전문변호사,20,70,90,0.3,2.4,1.43,4.37,10,높음,창원 이혼 변호사
부천이혼소송변호사,20,70,90,0,0,0,0,10,높음,창원 이혼 변호사
고양시이혼변호사,20,70,90,0,0.2,0,0.27,7,높음,창원 이혼 변호사
울산이혼,10,80,90,0,0.8,0,1.25,7,높음,창원 이혼 변호사 | 창원 변호사
부산사기,50,40,90,0,0,0,0,3,높음,창원 이혼 변호사
게임고소,20,70,90,0.1,0,0.72,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
허위사실유포고소장,< 10,80,90,0.1,0,2.05,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
파혼소송,20,70,90,0.1,0.4,0.76,0.6,7,높음,재산분할 변호사
이혼양식,50,40,90,0.1,1.2,0.23,2.49,10,높음,재산분할 변호사
거창변호사,20,70,90,0.1,2.2,0.48,2.94,10,높음,창원 변호사
통영개인회생,60,30,90,0,2.6,0,8.67,10,높음,창원 변호사
올인법률사무소,20,70,90,3.3,7.6,19.24,13.26,2,낮음,창원 변호사
순천무료법률상담,< 10,80,90,0.2,3,2.5,4.17,6,중간,창원 변호사
부천시변호사,< 10,80,90,0,0,0,0,7,높음,창원 변호사
한앤율,30,60,90,0,0,0,0,1,중간,창원 변호사
남양주법무법인,10,80,90,0.1,1.6,0.56,2.17,10,높음,창원 변호사
구미법무법인,30,60,90,0.2,1.8,0.61,3.16,10,높음,창원 변호사
부산성추행전문변호사,60,20,80,0,0,0,0,3,높음,창원 성범죄 변호사
인천성폭행변호사,70,10,80,0,0,0,0,7,높음,창원 성범죄 변호사
창원변호사상담,60,20,80,0,0.4,0,2.23,10,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
수원형사사건변호사,70,10,80,0,0,0,0,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 형사 변호사
김포변호사사무실,20,60,80,0.6,3.6,3.01,5.46,7,높음,창원 형사전문변호사 | 창원 형사 변호사
의정부음주운전전문변호사,70,10,80,0,0.2,0,1.25,7,높음,창원 음주운전 변호사
광주민사전문변호사,20,60,80,0.1,1.6,0.55,2.63,7,높음,창원 사기 변호사
대전이혼전문,< 10,70,80,0,2.2,0,3.19,10,높음,창원 이혼 변호사
울산상속변호사,70,< 10,80,0.1,0,0.2,0,7,높음,창원 이혼 변호사 | 창원 변호사
인천이혼,< 10,70,80,0,2,0,2.6,7,높음,창원 이혼 변호사
청주이혼상담,50,30,80,0.1,1.2,0.19,5,10,높음,창원 이혼 변호사
YK법무법인부산,10,70,80,0.6,2.5,3.08,3.34,7,높음,창원 이혼 변호사
인천가정법원변호사,40,40,80,0.1,2.2,0.32,6.12,7,높음,창원 이혼 변호사
남양주법률상담,70,10,80,0.2,0,0.23,0,6,중간,창원 이혼 변호사
창원개인파산,60,20,80,0.2,0.9,0.31,3.26,10,높음,창원 이혼 변호사
대구상간녀소송,50,30,80,0.1,1.6,0.19,5.52,10,높음,창원 이혼 변호사
마약상담,20,60,80,0.3,0.2,1.31,0.34,10,높음,마약 변호사
명예훼손사례,10,70,80,0,0.2,0,0.32,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
무고죄고소장,40,40,80,0,0.6,0,1.47,7,높음,모욕죄 변호사
외국인이혼소송,70,< 10,80,0,0,0,0,7,높음,재산분할 변호사
이혼기각,10,70,80,0,1,0,1.34,10,높음,재산분할 변호사
상주변호사,20,60,80,0,1.6,0,2.91,10,높음,창원 변호사
수원법률상담,40,40,80,0,0.4,0,0.87,10,높음,창원 변호사
양주변호사,10,70,80,1,1.2,9.1,1.65,10,높음,창원 변호사
천안로펌,70,10,80,0.3,1.2,0.38,7.06,7,높음,창원 변호사
광양변호사,30,50,80,0.1,1.2,0.3,2.36,10,높음,창원 변호사
광주변호사사무실,10,70,80,0,1.4,0,2.65,10,높음,창원 변호사
평택변호사사무실,40,40,80,0.4,2.6,0.87,5.78,10,높음,창원 변호사
강릉법률사무소,20,60,80,0.3,1.6,1.37,2.54,10,높음,창원 변호사
강릉형사변호사,20,60,80,0.4,2.8,1.87,4.31,7,높음,창원 변호사
춘천법률사무소,20,60,80,0,3.2,0,5.25,10,높음,창원 변호사
정읍변호사,< 10,70,80,0,2.8,0,4.06,10,높음,창원 변호사
강릉법무법인,40,40,80,0.5,2.4,1.11,5.59,10,높음,창원 변호사
경산변호사,10,70,80,0.1,1.8,0.72,2.61,10,높음,창원 변호사
법무법인창원,10,60,70,0,1.9,0,2.85,4,중간,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
부산아동학대변호사,40,30,70,0.1,2.8,0.23,10.77,10,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 형사 변호사 | 창원 변호사
광주음주운전전문변호사,60,10,70,0,0.6,0,5,7,높음,창원 음주운전 변호사
김해이혼변호사,30,40,70,0,1.4,0,3.79,10,높음,창원 이혼 변호사 | 창원 변호사
창원상간소송,30,40,70,0,1,0,2.71,7,높음,창원 이혼 변호사 | 창원 변호사
부산여성변호사,10,60,70,0,0.8,0,1.82,7,높음,창원 이혼 변호사
파주이혼전문변호사,40,30,70,0.2,0.6,0.48,2,10,높음,창원 이혼 변호사
세종이혼변호사,20,50,70,0.1,3,0.48,5.56,10,높음,창원 이혼 변호사
일산민사전문변호사,40,30,70,0,0.2,0,0.65,8,중간,창원 이혼 변호사
양도세수수료,30,40,70,0.9,0.5,2.73,1.25,10,높음,창원 이혼 변호사
대구이혼상담,30,40,70,0,1.6,0,3.81,10,높음,창원 이혼 변호사
광교이혼전문변호사,10,60,70,0,2.2,0,3.61,7,높음,창원 이혼 변호사
마약법,30,40,70,0,0,0,0,7,높음,마약 변호사
마약류관리에관한법률위반,40,30,70,0,0,0,0,7,높음,마약 변호사
악플러고소,20,50,70,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
상해고소,10,60,70,0,0.2,0,0.33,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
창원가사변호사,< 10,60,70,0,1.2,0,1.8,7,높음,창원 가사 변호사
울산변호사사무실,20,50,70,0,1,0,1.82,10,높음,창원 변호사
안산변호사상담,20,50,70,0.3,3.6,1.15,6.93,7,높음,창원 변호사
삼척변호사,< 10,60,70,0.1,1.4,1.3,2.38,10,높음,창원 변호사
순천법률사무소,20,50,70,0.2,0.3,0.84,0.43,10,높음,창원 변호사
청주로펌,10,60,70,0,1.6,0,2.72,10,높음,창원 변호사
청주변호사상담,50,20,70,0.1,0.8,0.18,3.48,10,높음,창원 변호사
공주변호사,40,30,70,0.5,1.8,1.29,6.21,10,높음,창원 변호사
광주변호사사무소,< 10,60,70,0,0.6,0,1.06,7,높음,창원 변호사
남양주변호사사무실,20,50,70,0,0.6,0,1.2,10,높음,창원 변호사
법무법인수원,10,60,70,0.3,2.6,2.05,4.43,7,높음,창원 변호사
순천형사변호사,20,50,70,0.1,1.9,0.56,3.63,7,높음,창원 변호사
춘천변호사상담,40,30,70,0.3,2,0.74,6.14,7,높음,창원 변호사
포천변호사,10,60,70,0,1.4,0,2.09,10,높음,창원 변호사
배곧변호사,< 10,60,70,0,0,0,0,3,높음,창원 변호사
부산손해배상변호사,40,30,70,0.6,1.6,1.37,5.48,7,높음,창원 변호사
서귀포변호사,10,60,70,0.1,1.9,0.81,3.11,10,높음,창원 변호사
논산변호사,20,50,70,0,2,0,3.85,10,높음,창원 변호사
창원민사소송변호사,50,< 10,60,0,0,0,0,10,높음,창원 성범죄 변호사 | 창원 형사 변호사 | 창원 변호사
광주성추행변호사,50,10,60,0,0.3,0,1.86,3,높음,창원 성범죄 변호사
울산민사전문변호사,40,20,60,0.9,0.2,2.05,0.8,7,높음,창원 성범죄 변호사 | 창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
대전법무법인YK,10,50,60,0.4,2.8,3.3,5.19,7,높음,창원 성범죄 변호사
김해법률사무소,< 10,50,60,0,2.2,0,4.4,10,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
김해음주운전변호사,50,10,60,0,0.2,0,2,7,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 형사 변호사 | 창원 변호사
창원상속변호사,30,30,60,0.3,1.6,0.91,5.34,10,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
대전음주운전전문변호사,50,< 10,60,0,0.4,0,8,7,높음,창원 음주운전 변호사
충주음주운전변호사,40,20,60,0,1.2,0,6.53,3,높음,창원 음주운전 변호사
청주상속전문변호사,20,40,60,0.7,3.8,2.96,8.59,8,중간,창원 사기 변호사
춘천이혼변호사,30,30,60,0,1.6,0,4.85,10,높음,창원 이혼 변호사
평택상속전문변호사,50,10,60,0,0.8,0,6.35,9,높음,창원 이혼 변호사
동탄이혼전문변호사,30,30,60,0.4,1.6,1.15,4.85,10,높음,창원 이혼 변호사
평택시변호사,10,50,60,0.2,0,2,0,5,중간,창원 이혼 변호사
서산이혼변호사,30,30,60,0,2.4,0,8,10,높음,창원 이혼 변호사
마약사범형량,20,40,60,0,1.2,0,2.67,10,높음,마약 변호사
명예회손,20,40,60,0.1,0,0.48,0,10,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
인터넷명예훼손,20,40,60,0.1,0.4,0.72,0.86,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
사이버명예훼손죄,20,40,60,0,0.2,0,0.57,10,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
온라인명예훼손,30,30,60,0.4,0.2,1.43,0.59,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
대구사기전문변호사,40,20,60,0,0.8,0,4,10,높음,모욕죄 변호사
협의상속,20,40,60,0.1,0,0.56,0,10,높음,재산분할 변호사
과거양육비,20,40,60,0,0.4,0,0.86,10,높음,재산분할 변호사
이혼절차서류,30,30,60,0,0.4,0,1.52,10,높음,재산분할 변호사
통영변호사사무실,10,50,60,0,2.6,0,5.59,10,높음,창원 변호사
거제도변호사,10,50,60,0,1.9,0,3.82,6,중간,창원 변호사
창녕변호사,50,10,60,0,0,0,0,7,높음,창원 변호사
해남변호사,30,30,60,0.3,1.4,0.97,3.89,7,높음,창원 변호사
허동진변호사,10,50,60,0,0,0,0,0,낮음,창원 변호사
안산변호사사무실,20,40,60,0.7,4.2,2.92,9.34,10,높음,창원 변호사
명지변호사사무실,10,50,60,0,1.3,0,2.7,7,높음,창원 변호사
부산통매음변호사,30,30,60,0,0.6,0,2.07,7,높음,창원 변호사
영주변호사,10,50,60,0.3,2.2,1.59,4.16,7,높음,창원 변호사
양산변호사사무실,< 10,50,60,0,2.8,0,5.6,10,높음,창원 변호사
서산이혼전문변호사,30,30,60,0.2,1.3,0.58,3.51,10,높음,창원 변호사
인천사기전문변호사,30,30,60,0.6,0.4,2.05,1.34,7,높음,창원 변호사
법무법인청주,10,50,60,0.2,1.9,1.14,3.52,6,중간,창원 변호사
황민호변호사,10,50,60,0,0,0,0,0,낮음,창원 변호사
청주법률상담,10,50,60,0,2,0,4.35,10,높음,창원 변호사
울산김태우변호사,< 10,50,60,0,0,0,0,0,낮음,창원 변호사
법무법인평택,< 10,50,60,0.1,1.9,1.82,3.89,7,높음,창원 변호사
부산성범죄,20,30,50,0,0.4,0,1.3,7,높음,창원 성범죄 변호사 | 창원 형사전문변호사 | 창원 형사 변호사
성산법률사무소,10,40,50,0.3,3.1,2.16,7.64,6,중간,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
밀양변호사,10,40,50,0.1,0.6,0.84,1.63,10,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 이혼 변호사 | 창원 변호사
YK인천,< 10,40,50,0,1.8,0,4.27,5,중간,창원 형사전문변호사 | 창원 형사 변호사
부산연제구변호사,10,40,50,0,0,0,0,4,중간,창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
대전아동학대변호사,30,20,50,0.3,1.1,1.05,4.81,7,높음,창원 형사전문변호사 | 창원 형사 변호사
광주교통사고전문변호사,30,20,50,0.1,3,0.32,13.64,10,높음,창원 음주운전 변호사
광주민사소송,< 10,40,50,0.1,0,2.86,0,7,높음,창원 사기 변호사
분당이혼변호사,10,40,50,0.1,1.2,1.1,2.86,7,높음,창원 이혼 변호사
시흥이혼전문변호사,30,20,50,0.3,0.4,0.82,1.74,7,높음,창원 이혼 변호사
송파이혼전문변호사,10,40,50,0,0.6,0,1.94,7,높음,창원 이혼 변호사
고양시이혼전문변호사,30,20,50,0.2,0.2,0.67,0.87,10,높음,창원 이혼 변호사
인천이혼상담변호사,40,10,50,0,0.2,0,2.09,7,높음,창원 이혼 변호사
수원이혼전문,10,40,50,0.3,3.2,4.29,8.43,10,높음,창원 이혼 변호사
재혼상담,< 10,40,50,0,0.6,0,1.5,10,높음,창원 이혼 변호사
도박죄공소시효,< 10,40,50,0,0.2,0,0.48,7,높음,마약 변호사
사이버명예훼손고소,20,30,50,0,1.2,0,3.51,10,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
모욕죄고소장,20,30,50,0,0,0,0,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
모욕죄변호사,10,40,50,0.8,2.4,6.16,5.34,10,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
보복운전경찰조사,30,20,50,0,0.3,0,1.34,4,중간,사이버 명예훼손 변호사 | 모욕죄 변호사
이혼공증,10,40,50,0.1,0.8,1.3,2.06,7,높음,재산분할 변호사
이혼서류다운,30,20,50,0.6,0.3,1.85,1.05,7,높음,재산분할 변호사
합의이혼시서류,< 10,40,50,0,0.8,0,2.21,7,높음,재산분할 변호사
이혼사실확인서,30,20,50,0,0,0,0,10,높음,재산분할 변호사
국제이혼전문변호사,40,10,50,0.4,0.6,0.98,4,7,높음,재산분할 변호사
가정상담소,10,40,50,0,1.4,0,3.26,7,높음,재산분할 변호사
상속재산분할변호사,40,10,50,1.6,0.4,3.5,3.08,7,높음,재산분할 변호사
소송이혼서류,10,40,50,0,0,0,0,3,높음,재산분할 변호사
진주시변호사,20,30,50,0.3,1.2,1.69,4.14,7,높음,창원 변호사
이가령변호사,10,40,50,0,0,0,0,0,낮음,창원 변호사
진천변호사,20,30,50,0,0.9,0,3.07,4,중간,창원 변호사
대구행정변호사,30,20,50,0,0.4,0,1.84,7,높음,창원 변호사
동해시변호사,< 10,40,50,0,2.8,0,7.06,7,높음,창원 변호사
송내역변호사,10,40,50,0,0.3,0,0.79,4,중간,창원 변호사
동해변호사,10,40,50,0,1.8,0,3.92,10,높음,창원 변호사
법무법인천안,< 10,40,50,0,1.7,0,5.18,5,중간,창원 변호사
삼성역변호사,30,20,50,0.3,0.8,1.08,3.74,10,높음,창원 변호사
동해개인회생,40,< 10,50,0,0,0,0,7,높음,창원 변호사
동두천변호사,10,40,50,0.1,0.8,0.84,2,10,높음,창원 변호사
부산명예훼손변호사,30,20,50,0,0.4,0,1.6,7,높음,창원 변호사
의정부법률상담,30,20,50,0,0.6,0,2.23,7,높음,창원 변호사
울산무료법률상담,10,40,50,0.2,1,1.06,2.71,10,높음,창원 변호사
부천민사전문변호사,10,40,50,0.6,0.2,4.77,0.47,7,높음,창원 변호사
대구변호사상담비용,10,40,50,0,2.2,0,5.12,7,높음,창원 변호사
화성변호사,20,30,50,0.5,1.6,2.09,4.33,10,높음,창원 변호사
사하구변호사,< 10,30,40,0,3,0,10,10,높음,창원 성범죄 변호사 | 창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
성희롱변호사,30,10,40,0,0.2,0,1.67,10,높음,창원 성범죄 변호사
전주검사출신변호사,< 10,30,40,0,0,0,0,0,낮음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 변호사
창원이혼상담,10,30,40,0,0.2,0,0.61,10,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 형사 변호사 | 창원 변호사
목포형사변호사,20,20,40,0,0,0,0,3,높음,창원 형사전문변호사 | 창원 형사 변호사
광교형사변호사,20,20,40,0,0.2,0,1.08,6,중간,창원 형사전문변호사 | 창원 형사 변호사
뺑소니요건,< 10,30,40,0,1.2,0,3.93,3,높음,창원 음주운전 변호사
인천파산전문변호사,< 10,30,40,0.7,3.6,17.5,12,10,높음,창원 사기 변호사
고양이혼변호사,30,10,40,0,0,0,0,7,높음,창원 이혼 변호사
인천이혼소송,30,10,40,0.3,1.2,0.96,8,7,높음,창원 이혼 변호사
수원이혼,10,30,40,0,0.8,0,3.2,10,높음,창원 이혼 변호사
오산이혼변호사,20,20,40,0,2.6,0,9.63,7,높음,창원 이혼 변호사
부산상간자소송,30,< 10,40,0,0,0,0,7,높음,창원 이혼 변호사
대전상간녀소송,20,20,40,0,1.6,0,8,10,높음,창원 이혼 변호사
양재이혼변호사,< 10,30,40,0,0.4,0,1.58,7,높음,창원 이혼 변호사
수원조정이혼변호사,30,10,40,0,0,0,0,3,높음,창원 이혼 변호사
홍성이혼전문변호사,10,30,40,0,0.4,0,1.53,7,높음,창원 이혼 변호사
광교이혼변호사,10,30,40,0.1,0.2,0.56,0.59,10,높음,창원 이혼 변호사
창원마약변호사,20,20,40,0,0.3,0,1.67,3,높음,창원 마약 변호사
마약죄,< 10,30,40,0,0,0,0,7,높음,마약 변호사
마약변호사상담,10,30,40,0,0.2,0,0.63,7,높음,마약 변호사
마약법무법인,< 10,30,40,0,0,0,0,7,높음,마약 변호사
마약구속,20,20,40,0,0,0,0,7,높음,마약 변호사
마약탄원서,< 10,30,40,0,1.7,0,4.87,7,높음,마약 변호사
양귀비재배처벌,< 10,30,40,0,0.8,0,3.08,7,높음,마약 변호사
마약전문로펌,< 10,30,40,0,0,0,0,7,높음,마약 변호사
인천아동학대변호사,20,20,40,0,0.3,0,1.25,10,높음,창원 형사 변호사
대구특수상해변호사,30,< 10,40,0,0.3,0,11.12,3,높음,창원 형사 변호사
대전명예훼손변호사,20,20,40,0.7,0.6,2.86,3.45,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
사이버모욕죄고소,10,30,40,0,0.3,0,0.74,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
절도변호사,10,30,40,0.4,1,3.3,3.34,7,높음,모욕죄 변호사
상속분할합의서,20,20,40,0.4,0,2.15,0,7,높음,재산분할 변호사
사실혼관계입증,20,20,40,0,0.3,0,1.09,7,높음,재산분할 변호사
이혼소송관할,30,10,40,0,0,0,0,7,높음,재산분할 변호사
법무법인이혼,10,30,40,0.2,0.2,1.43,0.72,10,높음,재산분할 변호사
양산법률사무소,< 10,30,40,0,1.6,0,4.33,10,높음,창원 변호사
압류변호사,< 10,30,40,0,1.3,0,4.47,7,높음,창원 변호사
영월변호사,10,30,40,0.3,0.8,1.88,2.23,10,높음,창원 변호사
목포법률사무소,< 10,30,40,0,1.4,0,4.67,10,높음,창원 변호사
목포법무법인,10,30,40,0.1,1.4,1.79,5.19,7,높음,창원 변호사
대구폭행변호사,20,20,40,0.3,2.2,0.99,10.68,7,높음,창원 변호사
대구무료변호사상담,< 10,30,40,0,3.3,0,10.49,10,높음,창원 변호사
서산변호사사무실,10,30,40,0,2.1,0,5.65,7,높음,창원 변호사
나주변호사,10,30,40,0.6,1.9,6.35,5.15,7,높음,창원 변호사
청주변호사사무소,10,30,40,0.1,1.6,1.2,4.71,7,높음,창원 변호사
구미시변호사,< 10,30,40,0.1,0.7,3.58,2.57,7,높음,창원 변호사
서산법률사무소,10,30,40,0.3,0.8,1.59,2.35,7,높음,창원 변호사
남원변호사,< 10,30,40,0,3,0,7.7,7,높음,창원 변호사
군산법률사무소,10,30,40,0.1,2.8,1.05,7.37,10,높음,창원 변호사
박아롱변호사,20,20,40,0,0,0,0,0,낮음,창원 변호사
동탄법무법인,10,30,40,0,0.6,0,2.4,7,높음,창원 변호사
세종시변호사사무실,10,30,40,0.1,0.8,1.79,2.5,7,높음,창원 변호사
직장내성희롱고소,< 10,20,30,0,0.3,0,1,7,높음,창원 성범죄 변호사
대구성추행전문변호사,20,10,30,0.6,0.6,2.86,5.46,7,높음,창원 성범죄 변호사
부산명지변호사,10,20,30,0.1,3,1,11.12,10,높음,창원 성범죄 변호사 | 창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
대전변호사사무소,10,20,30,0,0.2,0,1.07,7,높음,창원 성범죄 변호사
울산검사출신변호사,10,20,30,0,0.4,0,40,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 변호사
김해법무법인,10,20,30,0,0.6,0,2.15,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
강릉형사전문변호사,20,10,30,0,0,0,0,3,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 변호사
창원군전문변호사,20,< 10,30,0,1,0,16.67,5,중간,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
거제시변호사,10,20,30,0.1,1.8,1.43,6.43,7,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
마산법률사무소,< 10,20,30,0,0,0,0,10,높음,창원 검사출신 변호사 | 창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
김해이혼,< 10,20,30,0,0.2,0,0.91,7,높음,창원 형사전문변호사 | 창원 음주운전 변호사 | 창원 이혼 변호사 | 창원 변호사
천안YK,< 10,20,30,0,0.7,0,3.39,5,중간,창원 형사전문변호사 | 창원 형사 변호사
금정구변호사,< 10,20,30,0.1,0.2,14.29,1.18,7,높음,창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
부산누수변호사,< 10,20,30,0.1,0.3,7.15,1.08,7,높음,창원 형사전문변호사 | 창원 형사 변호사 | 창원 변호사
부산음주변호사,< 10,20,30,0,0.6,0,3.23,10,높음,창원 음주운전 변호사
부산음주운전구제,20,10,30,0,1.6,0,11.48,7,높음,창원 음주운전 변호사
서울교통사고전문변호사,20,10,30,0,0.6,0,5,7,높음,창원 음주운전 변호사
뺑소니면허취소구제,< 10,20,30,0.2,1,5,3.85,5,중간,창원 음주운전 변호사
교통사고조사이의신청,10,20,30,0,0,0,0,3,높음,창원 음주운전 변호사
교통사고나홀로소송,< 10,20,30,0,0,0,0,3,높음,창원 음주운전 변호사
순천음주운전,< 10,20,30,0,0,0,0,7,높음,창원 음주운전 변호사
청주상속변호사,< 10,20,30,0,1.2,0,5.22,10,높음,창원 사기 변호사
류남경변호사,10,20,30,0,0,0,0,0,낮음,류남경 변호사
영장실질심사변호사,10,20,30,0.3,0,1.79,0,7,높음,영장실질심사 변호사
창원이혼,< 10,20,30,0,0.2,0,0.98,7,높음,창원 이혼 변호사 | 창원 변호사
부산조정이혼변호사,20,< 10,30,0,0.5,0,9.53,7,높음,창원 이혼 변호사
청라이혼변호사,20,10,30,0,1.7,0,11.91,3,높음,창원 이혼 변호사
청라이혼전문변호사,20,< 10,30,0,0.3,0,4.17,7,높음,창원 이혼 변호사
천안이혼,< 10,20,30,0.1,0,2.39,0,7,높음,창원 이혼 변호사
마산손해사정사,< 10,20,30,0.3,1.9,8.7,6.98,6,중간,창원 이혼 변호사 | 창원 변호사
대전이혼소송,< 10,20,30,0.1,0.6,1.12,2.73,10,높음,창원 이혼 변호사
청주이혼,< 10,20,30,0,0.2,0,0.98,10,높음,창원 이혼 변호사
인천이혼전문,10,20,30,0.4,1.6,2.86,7.28,10,높음,창원 이혼 변호사
광주이혼소송변호사,20,10,30,0.1,1,0.52,5.27,7,높음,창원 이혼 변호사
YK부산,< 10,20,30,0.5,1.8,5.89,6.74,6,중간,창원 이혼 변호사
세종시이혼전문변호사,< 10,20,30,0.1,3.5,1.34,16.67,9,높음,창원 이혼 변호사
과태료상속,10,20,30,0,0,0,0,3,높음,창원 이혼 변호사
전주이혼,< 10,20,30,0,0.3,0,1.14,7,높음,창원 이혼 변호사
심은규변호사,< 10,20,30,2,0,33.34,0,1,낮음,창원 이혼 변호사
부산법무법인YK,10,20,30,0.3,0.4,1.79,1.46,7,높음,창원 이혼 변호사
안산법률상담,10,20,30,0,2,0,7.15,7,높음,창원 이혼 변호사
인천아동학대전문변호사,< 10,20,30,0,0,0,0,0,낮음,창원 형사 변호사
명예훼손상담,< 10,20,30,0.1,2,1.67,7.7,10,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
댓글명예훼손,< 10,20,30,0,0.6,0,2.89,7,높음,사이버 명예훼손 변호사 | 모욕죄 변호사
